start_date,end_date,country,indicator,Value,rate,frequency,currency
01/01/1948,31/01/1948,USA,unemp,2351,3.4,monthly,USD
01/02/1948,28/02/1948,USA,unemp,2807,3.8,monthly,USD
01/03/1948,31/03/1948,USA,unemp,2646,4,monthly,USD
01/04/1948,30/04/1948,USA,unemp,2407,3.9,monthly,USD
01/05/1948,31/05/1948,USA,unemp,2014,3.5,monthly,USD
01/06/1948,30/06/1948,USA,unemp,2408,3.6,monthly,USD
01/07/1948,31/07/1948,USA,unemp,2411,3.6,monthly,USD
01/08/1948,31/08/1948,USA,unemp,2238,3.9,monthly,USD
01/09/1948,30/09/1948,USA,unemp,2061,3.8,monthly,USD
01/10/1948,31/10/1948,USA,unemp,1747,3.7,monthly,USD
01/11/1948,30/11/1948,USA,unemp,2033,3.8,monthly,USD
01/12/1948,31/12/1948,USA,unemp,2205,4,monthly,USD
01/01/1949,31/01/1949,USA,unemp,2995,4.3,monthly,USD
01/02/1949,28/02/1949,USA,unemp,3474,4.7,monthly,USD
01/03/1949,31/03/1949,USA,unemp,3383,5,monthly,USD
01/04/1949,30/04/1949,USA,unemp,3277,5.3,monthly,USD
01/05/1949,31/05/1949,USA,unemp,3516,6.1,monthly,USD
01/06/1949,30/06/1949,USA,unemp,3966,6.2,monthly,USD
01/07/1949,31/07/1949,USA,unemp,4388,6.7,monthly,USD
01/08/1949,31/08/1949,USA,unemp,3956,6.8,monthly,USD
01/09/1949,30/09/1949,USA,unemp,3635,6.6,monthly,USD
01/10/1949,31/10/1949,USA,unemp,3788,7.9,monthly,USD
01/11/1949,30/11/1949,USA,unemp,3570,6.4,monthly,USD
01/12/1949,31/12/1949,USA,unemp,3690,6.6,monthly,USD
01/01/1950,31/01/1950,USA,unemp,4648,6.5,monthly,USD
01/02/1950,28/02/1950,USA,unemp,4791,6.4,monthly,USD
01/03/1950,31/03/1950,USA,unemp,4313,6.3,monthly,USD
01/04/1950,30/04/1950,USA,unemp,3665,5.8,monthly,USD
01/05/1950,31/05/1950,USA,unemp,3263,5.5,monthly,USD
01/06/1950,30/06/1950,USA,unemp,3551,5.4,monthly,USD
01/07/1950,31/07/1950,USA,unemp,3316,5,monthly,USD
01/08/1950,31/08/1950,USA,unemp,2613,4.5,monthly,USD
01/09/1950,30/09/1950,USA,unemp,2490,4.4,monthly,USD
01/10/1950,31/10/1950,USA,unemp,2055,4.2,monthly,USD
01/11/1950,30/11/1950,USA,unemp,2356,4.2,monthly,USD
01/12/1950,31/12/1950,USA,unemp,2409,4.3,monthly,USD
01/01/1951,31/01/1951,USA,unemp,2649,3.7,monthly,USD
01/02/1951,28/02/1951,USA,unemp,2538,3.4,monthly,USD
01/03/1951,31/03/1951,USA,unemp,2323,3.4,monthly,USD
01/04/1951,30/04/1951,USA,unemp,1938,3.1,monthly,USD
01/05/1951,31/05/1951,USA,unemp,1770,3,monthly,USD
01/06/1951,30/06/1951,USA,unemp,2132,3.2,monthly,USD
01/07/1951,31/07/1951,USA,unemp,2072,3.1,monthly,USD
01/08/1951,31/08/1951,USA,unemp,1806,3.1,monthly,USD
01/09/1951,30/09/1951,USA,unemp,1886,3.3,monthly,USD
01/10/1951,31/10/1951,USA,unemp,1754,3.5,monthly,USD
01/11/1951,30/11/1951,USA,unemp,1990,3.5,monthly,USD
01/12/1951,31/12/1951,USA,unemp,1796,3.1,monthly,USD
01/01/1952,31/01/1952,USA,unemp,2258,3.2,monthly,USD
01/02/1952,28/02/1952,USA,unemp,2340,3.1,monthly,USD
01/03/1952,31/03/1952,USA,unemp,2002,2.9,monthly,USD
01/04/1952,30/04/1952,USA,unemp,1836,2.9,monthly,USD
01/05/1952,31/05/1952,USA,unemp,1782,3,monthly,USD
01/06/1952,30/06/1952,USA,unemp,2032,3,monthly,USD
01/07/1952,31/07/1952,USA,unemp,2085,3.2,monthly,USD
01/08/1952,31/08/1952,USA,unemp,1918,3.4,monthly,USD
01/09/1952,30/09/1952,USA,unemp,1728,3.1,monthly,USD
01/10/1952,31/10/1952,USA,unemp,1480,3,monthly,USD
01/11/1952,30/11/1952,USA,unemp,1594,2.8,monthly,USD
01/12/1952,31/12/1952,USA,unemp,1545,2.7,monthly,USD
01/01/1953,31/01/1953,USA,unemp,2132,2.9,monthly,USD
01/02/1953,28/02/1953,USA,unemp,1964,2.6,monthly,USD
01/03/1953,31/03/1953,USA,unemp,1828,2.6,monthly,USD
01/04/1953,30/04/1953,USA,unemp,1764,2.7,monthly,USD
01/05/1953,31/05/1953,USA,unemp,1536,2.5,monthly,USD
01/06/1953,30/06/1953,USA,unemp,1732,2.5,monthly,USD
01/07/1953,31/07/1953,USA,unemp,1710,2.6,monthly,USD
01/08/1953,31/08/1953,USA,unemp,1512,2.7,monthly,USD
01/09/1953,30/09/1953,USA,unemp,1619,2.9,monthly,USD
01/10/1953,31/10/1953,USA,unemp,1572,3.1,monthly,USD
01/11/1953,30/11/1953,USA,unemp,2017,3.5,monthly,USD
01/12/1953,31/12/1953,USA,unemp,2634,4.5,monthly,USD
01/01/1954,31/01/1954,USA,unemp,3561,4.9,monthly,USD
01/02/1954,28/02/1954,USA,unemp,3983,5.2,monthly,USD
01/03/1954,31/03/1954,USA,unemp,4037,5.7,monthly,USD
01/04/1954,30/04/1954,USA,unemp,3846,5.9,monthly,USD
01/05/1954,31/05/1954,USA,unemp,3658,5.9,monthly,USD
01/06/1954,30/06/1954,USA,unemp,3681,5.6,monthly,USD
01/07/1954,31/07/1954,USA,unemp,3679,5.8,monthly,USD
01/08/1954,31/08/1954,USA,unemp,3470,6,monthly,USD
01/09/1954,30/09/1954,USA,unemp,3433,6.1,monthly,USD
01/10/1954,31/10/1954,USA,unemp,2929,5.7,monthly,USD
01/11/1954,30/11/1954,USA,unemp,3115,5.3,monthly,USD
01/12/1954,31/12/1954,USA,unemp,3009,5,monthly,USD
01/01/1955,31/01/1955,USA,unemp,3669,4.9,monthly,USD
01/02/1955,28/02/1955,USA,unemp,3569,4.7,monthly,USD
01/03/1955,31/03/1955,USA,unemp,3297,4.6,monthly,USD
01/04/1955,30/04/1955,USA,unemp,3162,4.7,monthly,USD
01/05/1955,31/05/1955,USA,unemp,2690,4.3,monthly,USD
01/06/1955,30/06/1955,USA,unemp,2893,4.2,monthly,USD
01/07/1955,31/07/1955,USA,unemp,2662,4,monthly,USD
01/08/1955,31/08/1955,USA,unemp,2536,4.2,monthly,USD
01/09/1955,30/09/1955,USA,unemp,2338,4.1,monthly,USD
01/10/1955,31/10/1955,USA,unemp,2284,4.3,monthly,USD
01/11/1955,30/11/1955,USA,unemp,2536,4.2,monthly,USD
01/12/1955,31/12/1955,USA,unemp,2601,4.2,monthly,USD
01/01/1956,31/01/1956,USA,unemp,3066,4,monthly,USD
01/02/1956,28/02/1956,USA,unemp,3092,3.9,monthly,USD
01/03/1956,31/03/1956,USA,unemp,3095,4.2,monthly,USD
01/04/1956,30/04/1956,USA,unemp,2710,4,monthly,USD
01/05/1956,31/05/1956,USA,unemp,2799,4.3,monthly,USD
01/06/1956,30/06/1956,USA,unemp,3179,4.3,monthly,USD
01/07/1956,31/07/1956,USA,unemp,2984,4.4,monthly,USD
01/08/1956,31/08/1956,USA,unemp,2467,4.1,monthly,USD
01/09/1956,30/09/1956,USA,unemp,2273,3.9,monthly,USD
01/10/1956,31/10/1956,USA,unemp,2091,3.9,monthly,USD
01/11/1956,30/11/1956,USA,unemp,2599,4.3,monthly,USD
01/12/1956,31/12/1956,USA,unemp,2660,4.2,monthly,USD
01/01/1957,31/01/1957,USA,unemp,3206,4.2,monthly,USD
01/02/1957,28/02/1957,USA,unemp,3085,3.9,monthly,USD
01/03/1957,31/03/1957,USA,unemp,2822,3.7,monthly,USD
01/04/1957,30/04/1957,USA,unemp,2627,3.9,monthly,USD
01/05/1957,31/05/1957,USA,unemp,2635,4.1,monthly,USD
01/06/1957,30/06/1957,USA,unemp,3131,4.3,monthly,USD
01/07/1957,31/07/1957,USA,unemp,2843,4.2,monthly,USD
01/08/1957,31/08/1957,USA,unemp,2526,4.1,monthly,USD
01/09/1957,30/09/1957,USA,unemp,2503,4.4,monthly,USD
01/10/1957,31/10/1957,USA,unemp,2465,4.5,monthly,USD
01/11/1957,30/11/1957,USA,unemp,3127,5.1,monthly,USD
01/12/1957,31/12/1957,USA,unemp,3332,5.2,monthly,USD
01/01/1958,31/01/1958,USA,unemp,4464,5.8,monthly,USD
01/02/1958,28/02/1958,USA,unemp,5116,6.4,monthly,USD
01/03/1958,31/03/1958,USA,unemp,5155,6.7,monthly,USD
01/04/1958,30/04/1958,USA,unemp,5064,7.4,monthly,USD
01/05/1958,31/05/1958,USA,unemp,4832,7.4,monthly,USD
01/06/1958,30/06/1958,USA,unemp,5223,7.3,monthly,USD
01/07/1958,31/07/1958,USA,unemp,5098,7.5,monthly,USD
01/08/1958,31/08/1958,USA,unemp,4607,7.4,monthly,USD
01/09/1958,30/09/1958,USA,unemp,4058,7.1,monthly,USD
01/10/1958,31/10/1958,USA,unemp,3750,6.7,monthly,USD
01/11/1958,30/11/1958,USA,unemp,3785,6.2,monthly,USD
01/12/1958,31/12/1958,USA,unemp,4068,6.2,monthly,USD
01/01/1959,31/01/1959,USA,unemp,4678,6,monthly,USD
01/02/1959,28/02/1959,USA,unemp,4698,5.9,monthly,USD
01/03/1959,31/03/1959,USA,unemp,4298,5.6,monthly,USD
01/04/1959,30/04/1959,USA,unemp,3558,5.2,monthly,USD
01/05/1959,31/05/1959,USA,unemp,3327,5.1,monthly,USD
01/06/1959,30/06/1959,USA,unemp,3780,5,monthly,USD
01/07/1959,31/07/1959,USA,unemp,3605,5.1,monthly,USD
01/08/1959,31/08/1959,USA,unemp,3347,5.2,monthly,USD
01/09/1959,30/09/1959,USA,unemp,3195,5.5,monthly,USD
01/10/1959,31/10/1959,USA,unemp,3231,5.7,monthly,USD
01/11/1959,30/11/1959,USA,unemp,3636,5.8,monthly,USD
01/12/1959,31/12/1959,USA,unemp,3521,5.3,monthly,USD
01/01/1960,31/01/1960,USA,unemp,4119,5.2,monthly,USD
01/02/1960,28/02/1960,USA,unemp,3886,4.8,monthly,USD
01/03/1960,31/03/1960,USA,unemp,4164,5.4,monthly,USD
01/04/1960,30/04/1960,USA,unemp,3607,5.2,monthly,USD
01/05/1960,31/05/1960,USA,unemp,3380,5.1,monthly,USD
01/06/1960,30/06/1960,USA,unemp,4172,5.4,monthly,USD
01/07/1960,31/07/1960,USA,unemp,3884,5.5,monthly,USD
01/08/1960,31/08/1960,USA,unemp,3711,5.6,monthly,USD
01/09/1960,30/09/1960,USA,unemp,3315,5.5,monthly,USD
01/10/1960,31/10/1960,USA,unemp,3537,6.1,monthly,USD
01/11/1960,30/11/1960,USA,unemp,3967,6.1,monthly,USD
01/12/1960,31/12/1960,USA,unemp,4470,6.6,monthly,USD
01/01/1961,31/01/1961,USA,unemp,5335,6.6,monthly,USD
01/02/1961,28/02/1961,USA,unemp,5654,6.9,monthly,USD
01/03/1961,31/03/1961,USA,unemp,5423,6.9,monthly,USD
01/04/1961,30/04/1961,USA,unemp,4887,7,monthly,USD
01/05/1961,31/05/1961,USA,unemp,4671,7.1,monthly,USD
01/06/1961,30/06/1961,USA,unemp,5313,6.9,monthly,USD
01/07/1961,31/07/1961,USA,unemp,4961,7,monthly,USD
01/08/1961,31/08/1961,USA,unemp,4440,6.6,monthly,USD
01/09/1961,30/09/1961,USA,unemp,4034,6.7,monthly,USD
01/10/1961,31/10/1961,USA,unemp,3863,6.5,monthly,USD
01/11/1961,30/11/1961,USA,unemp,3941,6.1,monthly,USD
01/12/1961,31/12/1961,USA,unemp,4041,6,monthly,USD
01/01/1962,31/01/1962,USA,unemp,4621,5.8,monthly,USD
01/02/1962,28/02/1962,USA,unemp,4481,5.5,monthly,USD
01/03/1962,31/03/1962,USA,unemp,4323,5.6,monthly,USD
01/04/1962,30/04/1962,USA,unemp,3863,5.6,monthly,USD
01/05/1962,31/05/1962,USA,unemp,3592,5.5,monthly,USD
01/06/1962,30/06/1962,USA,unemp,4219,5.5,monthly,USD
01/07/1962,31/07/1962,USA,unemp,3829,5.4,monthly,USD
01/08/1962,31/08/1962,USA,unemp,3842,5.7,monthly,USD
01/09/1962,30/09/1962,USA,unemp,3455,5.6,monthly,USD
01/10/1962,31/10/1962,USA,unemp,3234,5.4,monthly,USD
01/11/1962,30/11/1962,USA,unemp,3726,5.7,monthly,USD
01/12/1962,31/12/1962,USA,unemp,3760,5.5,monthly,USD
01/01/1963,31/01/1963,USA,unemp,4627,5.7,monthly,USD
01/02/1963,28/02/1963,USA,unemp,4870,5.9,monthly,USD
01/03/1963,31/03/1963,USA,unemp,4442,5.7,monthly,USD
01/04/1963,30/04/1963,USA,unemp,3993,5.7,monthly,USD
01/05/1963,31/05/1963,USA,unemp,3949,5.9,monthly,USD
01/06/1963,30/06/1963,USA,unemp,4554,5.6,monthly,USD
01/07/1963,31/07/1963,USA,unemp,4140,5.6,monthly,USD
01/08/1963,31/08/1963,USA,unemp,3755,5.4,monthly,USD
01/09/1963,30/09/1963,USA,unemp,3470,5.5,monthly,USD
01/10/1963,31/10/1963,USA,unemp,3394,5.5,monthly,USD
01/11/1963,30/11/1963,USA,unemp,3858,5.7,monthly,USD
01/12/1963,31/12/1963,USA,unemp,3788,5.5,monthly,USD
01/01/1964,31/01/1964,USA,unemp,4518,5.6,monthly,USD
01/02/1964,28/02/1964,USA,unemp,4461,5.4,monthly,USD
01/03/1964,31/03/1964,USA,unemp,4225,5.4,monthly,USD
01/04/1964,30/04/1964,USA,unemp,3831,5.3,monthly,USD
01/05/1964,31/05/1964,USA,unemp,3528,5.1,monthly,USD
01/06/1964,30/06/1964,USA,unemp,4453,5.2,monthly,USD
01/07/1964,31/07/1964,USA,unemp,3675,4.9,monthly,USD
01/08/1964,31/08/1964,USA,unemp,3551,5,monthly,USD
01/09/1964,30/09/1964,USA,unemp,3262,5.1,monthly,USD
01/10/1964,31/10/1964,USA,unemp,3198,5.1,monthly,USD
01/11/1964,30/11/1964,USA,unemp,3318,4.8,monthly,USD
01/12/1964,31/12/1964,USA,unemp,3409,5,monthly,USD
01/01/1965,31/01/1965,USA,unemp,3942,4.9,monthly,USD
01/02/1965,28/02/1965,USA,unemp,4172,5.1,monthly,USD
01/03/1965,31/03/1965,USA,unemp,3699,4.7,monthly,USD
01/04/1965,30/04/1965,USA,unemp,3492,4.8,monthly,USD
01/05/1965,31/05/1965,USA,unemp,3214,4.6,monthly,USD
01/06/1965,30/06/1965,USA,unemp,4057,4.6,monthly,USD
01/07/1965,31/07/1965,USA,unemp,3429,4.4,monthly,USD
01/08/1965,31/08/1965,USA,unemp,3165,4.4,monthly,USD
01/09/1965,30/09/1965,USA,unemp,2842,4.3,monthly,USD
01/10/1965,31/10/1965,USA,unemp,2709,4.2,monthly,USD
01/11/1965,30/11/1965,USA,unemp,2888,4.1,monthly,USD
01/12/1965,31/12/1965,USA,unemp,2786,4,monthly,USD
01/01/1966,31/01/1966,USA,unemp,3244,4,monthly,USD
01/02/1966,28/02/1966,USA,unemp,3109,3.8,monthly,USD
01/03/1966,31/03/1966,USA,unemp,2990,3.8,monthly,USD
01/04/1966,30/04/1966,USA,unemp,2730,3.8,monthly,USD
01/05/1966,31/05/1966,USA,unemp,2793,3.9,monthly,USD
01/06/1966,30/06/1966,USA,unemp,3592,3.8,monthly,USD
01/07/1966,31/07/1966,USA,unemp,3050,3.8,monthly,USD
01/08/1966,31/08/1966,USA,unemp,2821,3.8,monthly,USD
01/09/1966,30/09/1966,USA,unemp,2503,3.7,monthly,USD
01/10/1966,31/10/1966,USA,unemp,2465,3.7,monthly,USD
01/11/1966,30/11/1966,USA,unemp,2579,3.6,monthly,USD
01/12/1966,31/12/1966,USA,unemp,2655,3.8,monthly,USD
01/01/1967,31/01/1967,USA,unemp,3159,3.9,monthly,USD
01/02/1967,28/02/1967,USA,unemp,3184,3.8,monthly,USD
01/03/1967,31/03/1967,USA,unemp,2954,3.8,monthly,USD
01/04/1967,30/04/1967,USA,unemp,2664,3.8,monthly,USD
01/05/1967,31/05/1967,USA,unemp,2458,3.8,monthly,USD
01/06/1967,30/06/1967,USA,unemp,3628,3.9,monthly,USD
01/07/1967,31/07/1967,USA,unemp,3249,3.8,monthly,USD
01/08/1967,31/08/1967,USA,unemp,2942,3.8,monthly,USD
01/09/1967,30/09/1967,USA,unemp,2895,3.8,monthly,USD
01/10/1967,31/10/1967,USA,unemp,2952,4,monthly,USD
01/11/1967,30/11/1967,USA,unemp,2903,3.9,monthly,USD
01/12/1967,31/12/1967,USA,unemp,2720,3.8,monthly,USD
01/01/1968,31/01/1968,USA,unemp,3074,3.7,monthly,USD
01/02/1968,28/02/1968,USA,unemp,3287,3.8,monthly,USD
01/03/1968,31/03/1968,USA,unemp,2929,3.7,monthly,USD
01/04/1968,30/04/1968,USA,unemp,2491,3.5,monthly,USD
01/05/1968,31/05/1968,USA,unemp,2304,3.5,monthly,USD
01/06/1968,30/06/1968,USA,unemp,3615,3.7,monthly,USD
01/07/1968,31/07/1968,USA,unemp,3217,3.7,monthly,USD
01/08/1968,31/08/1968,USA,unemp,2772,3.5,monthly,USD
01/09/1968,30/09/1968,USA,unemp,2607,3.4,monthly,USD
01/10/1968,31/10/1968,USA,unemp,2510,3.4,monthly,USD
01/11/1968,30/11/1968,USA,unemp,2576,3.4,monthly,USD
01/12/1968,31/12/1968,USA,unemp,2418,3.4,monthly,USD
01/01/1969,31/01/1969,USA,unemp,2875,3.4,monthly,USD
01/02/1969,28/02/1969,USA,unemp,2923,3.4,monthly,USD
01/03/1969,31/03/1969,USA,unemp,2747,3.4,monthly,USD
01/04/1969,30/04/1969,USA,unemp,2542,3.4,monthly,USD
01/05/1969,31/05/1969,USA,unemp,2300,3.4,monthly,USD
01/06/1969,30/06/1969,USA,unemp,3399,3.5,monthly,USD
01/07/1969,31/07/1969,USA,unemp,3182,3.5,monthly,USD
01/08/1969,31/08/1969,USA,unemp,2870,3.5,monthly,USD
01/09/1969,30/09/1969,USA,unemp,2958,3.7,monthly,USD
01/10/1969,31/10/1969,USA,unemp,2840,3.7,monthly,USD
01/11/1969,30/11/1969,USA,unemp,2711,3.5,monthly,USD
01/12/1969,31/12/1969,USA,unemp,2627,3.5,monthly,USD
01/01/1970,31/01/1970,USA,unemp,3406,3.9,monthly,USD
01/02/1970,28/02/1970,USA,unemp,3794,4.2,monthly,USD
01/03/1970,31/03/1970,USA,unemp,3732,4.4,monthly,USD
01/04/1970,30/04/1970,USA,unemp,3552,4.6,monthly,USD
01/05/1970,31/05/1970,USA,unemp,3385,4.8,monthly,USD
01/06/1970,30/06/1970,USA,unemp,4671,4.9,monthly,USD
01/07/1970,31/07/1970,USA,unemp,4514,5,monthly,USD
01/08/1970,31/08/1970,USA,unemp,4226,5.1,monthly,USD
01/09/1970,30/09/1970,USA,unemp,4300,5.4,monthly,USD
01/10/1970,31/10/1970,USA,unemp,4269,5.5,monthly,USD
01/11/1970,30/11/1970,USA,unemp,4618,5.9,monthly,USD
01/12/1970,31/12/1970,USA,unemp,4650,6.1,monthly,USD
01/01/1971,31/01/1971,USA,unemp,5429,5.9,monthly,USD
01/02/1971,28/02/1971,USA,unemp,5458,5.9,monthly,USD
01/03/1971,31/03/1971,USA,unemp,5190,6,monthly,USD
01/04/1971,30/04/1971,USA,unemp,4712,5.9,monthly,USD
01/05/1971,31/05/1971,USA,unemp,4415,5.9,monthly,USD
01/06/1971,30/06/1971,USA,unemp,5511,5.9,monthly,USD
01/07/1971,31/07/1971,USA,unemp,5354,6,monthly,USD
01/08/1971,31/08/1971,USA,unemp,5086,6.1,monthly,USD
01/09/1971,30/09/1971,USA,unemp,4867,6,monthly,USD
01/10/1971,31/10/1971,USA,unemp,4599,5.8,monthly,USD
01/11/1971,30/11/1971,USA,unemp,4846,6,monthly,USD
01/12/1971,31/12/1971,USA,unemp,4728,6,monthly,USD
01/01/1972,31/01/1972,USA,unemp,5481,5.8,monthly,USD
01/02/1972,28/02/1972,USA,unemp,5446,5.7,monthly,USD
01/03/1972,31/03/1972,USA,unemp,5250,5.8,monthly,USD
01/04/1972,30/04/1972,USA,unemp,4732,5.7,monthly,USD
01/05/1972,31/05/1972,USA,unemp,4382,5.7,monthly,USD
01/06/1972,30/06/1972,USA,unemp,5467,5.7,monthly,USD
01/07/1972,31/07/1972,USA,unemp,5216,5.6,monthly,USD
01/08/1972,31/08/1972,USA,unemp,4901,5.6,monthly,USD
01/09/1972,30/09/1972,USA,unemp,4705,5.5,monthly,USD
01/10/1972,31/10/1972,USA,unemp,4518,5.6,monthly,USD
01/11/1972,30/11/1972,USA,unemp,4317,5.3,monthly,USD
01/12/1972,31/12/1972,USA,unemp,4169,5.2,monthly,USD
01/01/1973,31/01/1973,USA,unemp,4730,4.9,monthly,USD
01/02/1973,28/02/1973,USA,unemp,4898,5,monthly,USD
01/03/1973,31/03/1973,USA,unemp,4564,4.9,monthly,USD
01/04/1973,30/04/1973,USA,unemp,4227,5,monthly,USD
01/05/1973,31/05/1973,USA,unemp,3855,4.9,monthly,USD
01/06/1973,30/06/1973,USA,unemp,4907,4.9,monthly,USD
01/07/1973,31/07/1973,USA,unemp,4613,4.8,monthly,USD
01/08/1973,31/08/1973,USA,unemp,4273,4.8,monthly,USD
01/09/1973,30/09/1973,USA,unemp,4230,4.8,monthly,USD
01/10/1973,31/10/1973,USA,unemp,3830,4.6,monthly,USD
01/11/1973,30/11/1973,USA,unemp,4127,4.8,monthly,USD
01/12/1973,31/12/1973,USA,unemp,4130,4.9,monthly,USD
01/01/1974,31/01/1974,USA,unemp,5081,5.1,monthly,USD
01/02/1974,28/02/1974,USA,unemp,5212,5.2,monthly,USD
01/03/1974,31/03/1974,USA,unemp,4826,5.1,monthly,USD
01/04/1974,30/04/1974,USA,unemp,4372,5.1,monthly,USD
01/05/1974,31/05/1974,USA,unemp,4219,5.1,monthly,USD
01/06/1974,30/06/1974,USA,unemp,5459,5.4,monthly,USD
01/07/1974,31/07/1974,USA,unemp,5341,5.5,monthly,USD
01/08/1974,31/08/1974,USA,unemp,4967,5.5,monthly,USD
01/09/1974,30/09/1974,USA,unemp,5287,5.9,monthly,USD
01/10/1974,31/10/1974,USA,unemp,5131,6,monthly,USD
01/11/1974,30/11/1974,USA,unemp,5775,6.6,monthly,USD
01/12/1974,31/12/1974,USA,unemp,6199,7.2,monthly,USD
01/01/1975,31/01/1975,USA,unemp,8272,8.1,monthly,USD
01/02/1975,28/02/1975,USA,unemp,8399,8.1,monthly,USD
01/03/1975,31/03/1975,USA,unemp,8446,8.6,monthly,USD
01/04/1975,30/04/1975,USA,unemp,7908,8.8,monthly,USD
01/05/1975,31/05/1975,USA,unemp,7715,9,monthly,USD
01/06/1975,30/06/1975,USA,unemp,8667,8.8,monthly,USD
01/07/1975,31/07/1975,USA,unemp,8311,8.6,monthly,USD
01/08/1975,31/08/1975,USA,unemp,7799,8.4,monthly,USD
01/09/1975,30/09/1975,USA,unemp,7624,8.4,monthly,USD
01/10/1975,31/10/1975,USA,unemp,7350,8.4,monthly,USD
01/11/1975,30/11/1975,USA,unemp,7341,8.3,monthly,USD
01/12/1975,31/12/1975,USA,unemp,7307,8.2,monthly,USD
01/01/1976,31/01/1976,USA,unemp,8286,7.9,monthly,USD
01/02/1976,28/02/1976,USA,unemp,8143,7.7,monthly,USD
01/03/1976,31/03/1976,USA,unemp,7631,7.6,monthly,USD
01/04/1976,30/04/1976,USA,unemp,6996,7.7,monthly,USD
01/05/1976,31/05/1976,USA,unemp,6415,7.4,monthly,USD
01/06/1976,30/06/1976,USA,unemp,7772,7.6,monthly,USD
01/07/1976,31/07/1976,USA,unemp,7697,7.8,monthly,USD
01/08/1976,31/08/1976,USA,unemp,7443,7.8,monthly,USD
01/09/1976,30/09/1976,USA,unemp,7148,7.6,monthly,USD
01/10/1976,31/10/1976,USA,unemp,6958,7.7,monthly,USD
01/11/1976,30/11/1976,USA,unemp,7224,7.8,monthly,USD
