start_date,end_date,country,indicator,value,frequency,currency
01/06/2016,30/06/2016,USA,unemp,4.9,monthly,USD
01/07/2016,31/07/2016,USA,unemp,4.8,monthly,USD
01/08/2016,31/08/2016,USA,unemp,4.9,monthly,USD
01/09/2016,30/09/2016,USA,unemp,5,monthly,USD
01/10/2016,31/10/2016,USA,unemp,4.9,monthly,USD
01/11/2016,30/11/2016,USA,unemp,4.7,monthly,USD
01/12/2016,31/12/2016,USA,unemp,4.7,monthly,USD
01/01/2017,31/01/2017,USA,unemp,4.7,monthly,USD
01/02/2017,28/02/2017,USA,unemp,4.6,monthly,USD
01/03/2017,31/03/2017,USA,unemp,4.4,monthly,USD
01/04/2017,30/04/2017,USA,unemp,4.4,monthly,USD
01/05/2017,31/05/2017,USA,unemp,4.4,monthly,USD
01/06/2017,30/06/2017,USA,unemp,4.3,monthly,USD
01/07/2017,31/07/2017,USA,unemp,4.3,monthly,USD
01/08/2017,31/08/2017,USA,unemp,4.4,monthly,USD
01/09/2017,30/09/2017,USA,unemp,4.2,monthly,USD
01/10/2017,31/10/2017,USA,unemp,4.1,monthly,USD
01/11/2017,30/11/2017,USA,unemp,4.2,monthly,USD
01/12/2017,31/12/2017,USA,unemp,4.1,monthly,USD
01/01/2018,31/01/2018,USA,unemp,4.1,monthly,USD
01/02/2018,28/02/2018,USA,unemp,4.1,monthly,USD
01/03/2018,31/03/2018,USA,unemp,4,monthly,USD
01/04/2018,30/04/2018,USA,unemp,4,monthly,USD
01/05/2018,31/05/2018,USA,unemp,3.8,monthly,USD
01/06/2018,30/06/2018,USA,unemp,4,monthly,USD
01/07/2018,31/07/2018,USA,unemp,3.8,monthly,USD
01/08/2018,31/08/2018,USA,unemp,3.8,monthly,USD
01/09/2018,30/09/2018,USA,unemp,3.7,monthly,USD
01/10/2018,31/10/2018,USA,unemp,3.8,monthly,USD
01/11/2018,30/11/2018,USA,unemp,3.7,monthly,USD
01/12/2018,31/12/2018,USA,unemp,3.9,monthly,USD
01/01/2019,31/01/2019,USA,unemp,4,monthly,USD
01/02/2019,28/02/2019,USA,unemp,3.8,monthly,USD
01/03/2019,31/03/2019,USA,unemp,3.8,monthly,USD
01/04/2019,30/04/2019,USA,unemp,3.6,monthly,USD
01/05/2019,31/05/2019,USA,unemp,3.6,monthly,USD
01/06/2019,30/06/2019,USA,unemp,3.7,monthly,USD
01/07/2019,31/07/2019,USA,unemp,3.7,monthly,USD
01/08/2019,31/08/2019,USA,unemp,3.7,monthly,USD
01/09/2019,30/09/2019,USA,unemp,3.5,monthly,USD
01/10/2019,31/10/2019,USA,unemp,3.6,monthly,USD
01/11/2019,30/11/2019,USA,unemp,3.5,monthly,USD
01/12/2019,31/12/2019,USA,unemp,3.5,monthly,USD
01/01/2020,31/01/2020,USA,unemp,3.6,monthly,USD
01/02/2020,28/02/2020,USA,unemp,3.5,monthly,USD
01/03/2020,31/03/2020,USA,unemp,4.4,monthly,USD
01/04/2020,30/04/2020,USA,unemp,14.7,monthly,USD
